bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b32,2.22,2,uM,2.22 uM,6 h,6,h,YAPC,BRD-K16189898,3,0.76,271,0.458904,0,"0.33,0.33,0.34",0.176056,0.176056,0.748973,0.822086,3.08,14.2693,1,1,BRD-K16189898,LPROT004_YAPC_6H:BRD-K16189898:2,trt_cp,YAPC,P19|P21|P23,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:P19|LPROT004_YAPC_6H_X1_B32:P21|LPROT004_YAPC_6H_X1_B32:P23,,LPROT,CHIR-99021,1,1,0,1,177,CHIR-99021_2.22 uM_6 h_YAPC,1,CHIR-99021_2.22 uM_6 h
b32,10,10,uM,10 uM,6 h,6,h,YAPC,BRD-K26818574,3,0.69,256,0.424986,0,"0.32,0.34,0.34",0.176056,0.176056,0.626725,0.798903,3.08,14.2693,1,1,BRD-K26818574,LPROT004_YAPC_6H:BRD-K26818574:10,trt_cp,YAPC,M08|M10|M12,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:M08|LPROT004_YAPC_6H_X1_B32:M10|LPROT004_YAPC_6H_X1_B32:M12,,LPROT,BIX-01294,1,1,0,1,177,BIX-01294_10 uM_6 h_YAPC,1,BIX-01294_10 uM_6 h
b32,10,10,uM,10 uM,6 h,6,h,YAPC,BRD-K92960067,3,0.83,449,0.617295,0,"0.34,0.34,0.32",0.176056,0.176056,0.777057,0.876815,3.08,14.2693,1,1,BRD-K92960067,LPROT004_YAPC_6H:BRD-K92960067:10,trt_cp,YAPC,H01|H03|H05,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:H01|LPROT004_YAPC_6H_X1_B32:H03|LPROT004_YAPC_6H_X1_B32:H05,,LPROT,SMER-3,1,1,0,1,177,SMER-3_10 uM_6 h_YAPC,1,SMER-3_10 uM_6 h
b32,10,10,uM,10 uM,6 h,6,h,YAPC,BRD-K27305650,3,0.7,315,0.474826,0,"0.33,0.34,0.33",0.176056,0.176056,0.684112,0.719118,3.08,14.2693,1,1,BRD-K27305650,LPROT004_YAPC_6H:BRD-K27305650:10,trt_cp,YAPC,O20|O22|O24,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:O20|LPROT004_YAPC_6H_X1_B32:O22|LPROT004_YAPC_6H_X1_B32:O24,,LPROT,LY-294002,1,1,0,1,177,LY-294002_10 uM_6 h_YAPC,1,LY-294002_10 uM_6 h
b32,10,10,uM,10 uM,6 h,6,h,YAPC,BRD-A69563582,3,0.58,154,0.302207,0.704225,"0.32,0.36,0.32",1.58451,0.352113,0.569273,0.755862,3.08,14.2693,1,1,BRD-A69563582,LPROT004_YAPC_6H:BRD-A69563582:10,trt_cp,YAPC,M02|M04|M06,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:M02|LPROT004_YAPC_6H_X1_B32:M04|LPROT004_YAPC_6H_X1_B32:M06,,LPROT,BRD-A69563582,1,1,0,1,177,BRD-A69563582_10 uM_6 h_YAPC,1,BRD-A69563582_10 uM_6 h
b32,2.22,2,uM,2.22 uM,6 h,6,h,YAPC,BRD-K87124298,3,0.68,310,0.464265,0,"0.34,0.35,0.31",0.176056,0.176056,0.595396,0.691216,3.08,14.2693,1,1,BRD-K87124298,LPROT004_YAPC_6H:BRD-K87124298:2,trt_cp,YAPC,A20|A22|A24,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:A20|LPROT004_YAPC_6H_X1_B32:A22|LPROT004_YAPC_6H_X1_B32:A24,,LPROT,OSI-027,1,1,0,1,177,OSI-027_2.22 uM_6 h_YAPC,1,OSI-027_2.22 uM_6 h
b32,8,8,uM,8 uM,6 h,6,h,YAPC,BRD-K12502280,3,0.84,474,0.638057,0,"0.33,0.34,0.33",0.176056,0.176056,0.833093,0.904193,3.08,14.2693,1,1,BRD-K12502280,LPROT004_YAPC_6H:BRD-K12502280:8,trt_cp,YAPC,L02|L04|L06,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:L02|LPROT004_YAPC_6H_X1_B32:L04|LPROT004_YAPC_6H_X1_B32:L06,,LPROT,TG-101348,1,1,0,1,177,TG-101348_8 uM_6 h_YAPC,1,TG-101348_8 uM_6 h
b32,0.5,0.5,uM,0.5 uM,6 h,6,h,YAPC,BRD-K87465484,3,0.6,150,0.303355,0,"0.33,0.34,0.32",0.704225,1.58451,0.581541,0.68514,3.08,14.2693,1,1,BRD-K87465484,LPROT004_YAPC_6H:BRD-K87465484:0.5,trt_cp,YAPC,G08|G10|G12,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:G08|LPROT004_YAPC_6H_X1_B32:G10|LPROT004_YAPC_6H_X1_B32:G12,,LPROT,UNC-0646,1,1,0,1,177,UNC-0646_0.5 uM_6 h_YAPC,1,UNC-0646_0.5 uM_6 h
b33,3.33,3.33,uM,3.33 uM,24 h,24,h,YAPC,BRD-K02708799,3,0.5444,286,0.399,0.0688073,"0.31,0.35,0.34",0.278863,0,0.493386,0.775296,6.79,26.0408,1,1,BRD-K02708799,LJP007_YAPC_24H:K08,trt_cp,YAPC,K08,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:K08|LJP007_YAPC_24H_X2_B33:K08|LJP007_YAPC_24H_X3_B33:K08,,LJP,GSK-1059615,1,1,0,1,177,GSK-1059615_3.33 uM_24 h_YAPC,1,GSK-1059615_3.33 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K66847579,3,0.4745,299,0.380877,0.298165,"0.38,0.22,0.40",11.3208,1.07853,0.238487,0.625497,6.79,26.0408,1,1,BRD-K66847579,LJP007_YAPC_24H:H01,trt_cp,YAPC,H01,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:H01|LJP007_YAPC_24H_X2_B33:H01|LJP007_YAPC_24H_X3_B33:H01,,LJP,WZ-7043,1,1,0,1,177,WZ-7043_10 uM_24 h_YAPC,1,WZ-7043_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K21025364,3,0.6903,470,0.575968,0,"0.33,0.34,0.32",0,0,0.655149,0.770354,6.79,26.0408,1,1,BRD-K21025364,LJP007_YAPC_24H:M13,trt_cp,YAPC,M13,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:M13|LJP007_YAPC_24H_X2_B33:M13|LJP007_YAPC_24H_X3_B33:M13,,LJP,NVP-TAE226,1,1,0,1,177,NVP-TAE226_10 uM_24 h_YAPC,1,NVP-TAE226_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A61304759,3,0.7412,661,0.707781,0.0229358,"0.33,0.35,0.32",0.134771,0,0.729704,0.753126,6.79,26.0408,1,1,BRD-A61304759,LJP007_YAPC_24H:A04,trt_cp,YAPC,A04,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:A04|LJP007_YAPC_24H_X2_B33:A04|LJP007_YAPC_24H_X3_B33:A04,,LJP,tanespimycin,1,1,0,1,177,tanespimycin_10 uM_24 h_YAPC,1,tanespimycin_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K57169635,3,0.5407,294,0.403165,0,"0.31,0.34,0.36",0,0,0.471087,0.787992,6.79,26.0408,1,1,BRD-K57169635,LJP007_YAPC_24H:G07,trt_cp,YAPC,G07,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:G07|LJP007_YAPC_24H_X2_B33:G07|LJP007_YAPC_24H_X3_B33:G07,,LJP,dacomitinib,1,1,0,1,177,dacomitinib_10 uM_24 h_YAPC,1,dacomitinib_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K20526256,3,0.6743,435,0.547648,0,"0.31,0.35,0.34",0.144092,0,0.591848,0.821533,6.79,26.0408,1,1,BRD-K20526256,LJP007_YAPC_24H:L13,trt_cp,YAPC,L13,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:L13|LJP007_YAPC_24H_X2_B33:L13|LJP007_YAPC_24H_X3_B33:L13,,LJP,HG-14-10-04,1,1,0,1,177,HG-14-10-04_10 uM_24 h_YAPC,1,HG-14-10-04_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K81418486,3,0.6993,653,0.683312,0,"0.37,0.32,0.32",0,0,0.695665,0.8112,6.79,26.0408,1,1,BRD-K81418486,LJP007_YAPC_24H:A03,trt_cp,YAPC,A03,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:A03|LJP007_YAPC_24H_X2_B33:A03|LJP007_YAPC_24H_X3_B33:A03,,LJP,vorinostat,1,1,0,1,177,vorinostat_10 uM_24 h_YAPC,1,vorinostat_10 uM_24 h
b33,3.33,3.33,uM,3.33 uM,24 h,24,h,YAPC,BRD-K50000283,3,0.6532,369,0.49644,0,"0.32,0.35,0.33",0,0,0.608772,0.813676,6.79,26.0408,1,1,BRD-K50000283,LJP007_YAPC_24H:J02,trt_cp,YAPC,J02,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:J02|LJP007_YAPC_24H_X2_B33:J02|LJP007_YAPC_24H_X3_B33:J02,,LJP,PHA-767491,1,1,0,1,177,PHA-767491_3.33 uM_24 h_YAPC,1,PHA-767491_3.33 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K12040459,3,0.5874,268,0.401204,0,"0.33,0.35,0.32",0,0,0.549481,0.77279,6.79,26.0408,1,1,BRD-K12040459,LJP007_YAPC_24H:P07,trt_cp,YAPC,P07,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:P07|LJP007_YAPC_24H_X2_B33:P07|LJP007_YAPC_24H_X3_B33:P07,,LJP,AT-7867,1,1,0,1,177,AT-7867_10 uM_24 h_YAPC,1,AT-7867_10 uM_24 h
b33,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K51575138,3,0.6487,510,0.581618,0,"0.32,0.35,0.33",0.269542,0,0.634661,0.696648,6.79,26.0408,1,1,BRD-K51575138,LJP007_YAPC_24H:A19,trt_cp,YAPC,A19,LJP007_YAPC_24H_X1_B33|LJP007_YAPC_24H_X2_B33|LJP007_YAPC_24H_X3_B33,LJP007_YAPC_24H_X1_B33:A19|LJP007_YAPC_24H_X2_B33:A19|LJP007_YAPC_24H_X3_B33:A19,,LJP,TPCA-1,1,1,0,1,177,TPCA-1_10 uM_24 h_YAPC,1,TPCA-1_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K78126613,3,0.7985,684,0.747302,0,"0.33,0.34,0.33",0,0,0.792554,0.850881,10.71,45.5067,1,1,BRD-K78126613,REP.A025_YAPC_24H:M07,trt_cp,YAPC,M07,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:M07|REP.A025_YAPC_24H_X2_B23:M07|REP.A025_YAPC_24H_X3_B23:M07,,REP,menadione,1,1,0,1,177,menadione_10 uM_24 h_YAPC,1,menadione_10 uM_24 h
b22,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K43887077,3,0.4821,323,0.399025,0.897666,"0.37,0.27,0.36",6.77397,4.45076,0.317587,0.527704,14.18,62.1303,1,1,BRD-K43887077,REP.A013_YAPC_24H:O08,trt_cp,YAPC,O08,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:O08|REP.A013_YAPC_24H_X2_B22:O08|REP.A013_YAPC_24H_X3_B22:O08,,REP,dopamine,1,1,0,1,177,dopamine_3.33 uM_24 h_YAPC,1,dopamine_3.33 uM_24 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-A64485570,3,0.6053,343,0.460747,0,"0.35,0.34,0.31",0,0.277397,0.519006,0.719881,16.67,70.6001,1,1,BRD-A64485570,REP.A017_YAPC_24H:I03,trt_cp,YAPC,I03,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:I03|REP.A017_YAPC_24H_X2_B23:I03|REP.A017_YAPC_24H_X3_B23:I03,,REP,trifluridine,1,1,0,1,177,trifluridine_1.11 uM_24 h_YAPC,1,trifluridine_1.11 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-A89175223,3,0.5077,375,0.441215,0,"0.33,0.32,0.36",0.138122,0,0.492337,0.63378,10.71,45.5067,1,1,BRD-A89175223,REP.A025_YAPC_24H:F17,trt_cp,YAPC,F17,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:F17|REP.A025_YAPC_24H_X2_B23:F17|REP.A025_YAPC_24H_X3_B23:F17,,REP,bisoprolol,1,1,0,1,177,bisoprolol_0.125 uM_24 h_YAPC,1,bisoprolol_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K91822704,3,0.418,275,0.342835,1.13533,"0.35,0.32,0.33",1.90107,9.72278,0.395202,0.469489,10.71,45.5067,1,1,BRD-K91822704,REP.A025_YAPC_24H:G01,trt_cp,YAPC,G01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:G01|REP.A025_YAPC_24H_X2_B23:G01|REP.A025_YAPC_24H_X3_B23:G01,,REP,torcitabine,1,1,0,1,177,torcitabine_10 uM_24 h_YAPC,1,torcitabine_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K42981054,3,0.4036,231,0.308754,0.201975,"0.32,0.32,0.36",0.134048,4.03123,0.395266,0.561214,14.18,62.1303,1,1,BRD-K42981054,REP.A013_YAPC_24H:N01,trt_cp,YAPC,N01,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:N01|REP.A013_YAPC_24H_X2_B22:N01|REP.A013_YAPC_24H_X3_B22:N01,,REP,mibampator,1,1,0,1,177,mibampator_10 uM_24 h_YAPC,1,mibampator_10 uM_24 h
b23,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K61452026,3,0.3552,250,0.301326,2.62332,"0.38,0.37,0.25",10.9956,9.81649,0.212984,0.474946,12.39,53.8903,0,1,BRD-K61452026,REP.A015_YAPC_24H:O22,trt_cp,YAPC,O22,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:O22|REP.A015_YAPC_24H_X2_B23:O22|REP.A015_YAPC_24H_X3_B23:O22,,REP,emtricitabine,1,1,0,1,177,emtricitabine_0.37 uM_24 h_YAPC,1,emtricitabine_0.37 uM_24 h
b24,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K00152668,3,0.5938,345,0.457678,0.0227687,"0.33,0.35,0.33",0,0,0.589814,0.803108,10.81,45.9661,1,1,BRD-K00152668,REP.A012_YAPC_24H:A16,trt_cp,YAPC,A16,REP.A012_YAPC_24H_X1_B24|REP.A012_YAPC_24H_X2_B22|REP.A012_YAPC_24H_X3_B22,REP.A012_YAPC_24H_X1_B24:A16|REP.A012_YAPC_24H_X2_B22:A16|REP.A012_YAPC_24H_X3_B22:A16,,REP,adarotene,1,1,0,1,177,adarotene_0.37 uM_24 h_YAPC,1,adarotene_0.37 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-A83081521,3,0.4406,220,0.314821,0.112007,"0.36,0.33,0.31",2.00535,3.48894,0.417588,0.517093,10.26,43.5257,1,1,BRD-A83081521,REP.A020_YAPC_24H:A17,trt_cp,YAPC,A17,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:A17|REP.A020_YAPC_24H_X2_B23:A17|REP.A020_YAPC_24H_X3_B23:A17,,REP,finasteride,1,1,0,1,177,finasteride_0.125 uM_24 h_YAPC,1,finasteride_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K41599323,3,0.4621,233,0.3318,0,"0.33,0.33,0.34",0,0,0.461865,0.661962,11.08,47.1146,1,1,BRD-K41599323,REP.A014_YAPC_24H:P13,trt_cp,YAPC,P13,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:P13|REP.A014_YAPC_24H_X2_B23:P13|REP.A014_YAPC_24H_X3_B23:P13,,REP,lonafarnib,1,1,0,1,177,lonafarnib_10 uM_24 h_YAPC,1,lonafarnib_10 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-K56844688,3,0.497,226,0.338893,0.0224215,"0.33,0.32,0.34",0,0.134048,0.478061,0.757312,12.39,53.8903,1,1,BRD-K56844688,REP.A015_YAPC_24H:E11,trt_cp,YAPC,E11,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:E11|REP.A015_YAPC_24H_X2_B23:E11|REP.A015_YAPC_24H_X3_B23:E11,,REP,epirubicin,1,1,0,1,177,epirubicin_0.125 uM_24 h_YAPC,1,epirubicin_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A56085258,3,0.5099,396,0.454382,0.0231054,"0.34,0.37,0.29",1.24654,0,0.422031,0.79056,11.08,47.1146,1,1,BRD-A56085258,REP.A014_YAPC_24H:A19,trt_cp,YAPC,A19,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:A19|REP.A014_YAPC_24H_X2_B23:A19|REP.A014_YAPC_24H_X3_B23:A19,,REP,LGX-818,1,1,0,1,177,LGX-818_10 uM_24 h_YAPC,1,LGX-818_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K77695569,3,0.3673,281,0.324858,2.62078,"0.35,0.33,0.32",4.93151,16.2999,0.34385,0.387926,11.44,49.0382,1,1,BRD-K77695569,REP.A024_YAPC_24H:K01,trt_cp,YAPC,K01,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:K01|REP.A024_YAPC_24H_X2_B23:K01|REP.A024_YAPC_24H_X3_B23:K01,,REP,tiabendazole,1,1,0,1,177,tiabendazole_10 uM_24 h_YAPC,1,tiabendazole_10 uM_24 h
