,id,gene
614,614,6330403A02Rik
615,615,6330403K07Rik
616,616,6330403L08Rik
617,617,6330408A02Rik
618,618,6330416G13Rik
619,619,6330418K02Rik
620,620,6330419J24Rik
621,621,6330444E15Rik
622,622,6330562C20Rik
623,623,6430531B16Rik
624,624,6430548M08Rik
625,625,6430550D23Rik
626,626,6430573F11Rik
627,627,6430590A07Rik
628,628,6530402F18Rik
629,629,6530409C15Rik
630,630,6720401G13Rik
631,631,6720427I07Rik
632,632,6720483E21Rik
633,633,6720489N17Rik
634,634,6820408C15Rik
635,635,7420461P10Rik
636,636,7530422B04Rik
637,637,8030451A03Rik
638,638,8030453O22Rik
639,639,8030462N17Rik
640,640,8430403D17Rik
641,641,8430408G22Rik
642,642,8430419L09Rik
643,643,8430427H17Rik
644,644,8430429K09Rik
645,645,9030025P20Rik
646,646,9030407P20Rik
647,647,9030612E09Rik
648,648,9030616G12Rik
649,649,9030617O03Rik
650,650,9030622O22Rik
651,651,9030624J02Rik
652,652,9130008F23Rik
653,653,9130011E15Rik
654,654,9130017K11Rik
655,655,9130019O22Rik
656,656,9130019P16Rik
657,657,9130020K20Rik
658,658,9130023H24Rik
659,659,9130206I24Rik
660,660,9130213A22Rik
661,661,9130221H12Rik
662,662,9130230L23Rik
663,663,9130230N09Rik
664,664,9130401M01Rik
665,665,9230104L09Rik
666,666,9230110C19Rik
667,667,9230114K14Rik
668,668,9230116N13Rik
669,669,9230117E06Rik
670,670,9330020H09Rik
671,671,9330101J02Rik
672,672,9330111N05Rik
673,673,9330136K24Rik
674,674,9330151L19Rik
675,675,9330159F19Rik
676,676,9330159M07Rik
677,677,9330160F10Rik
678,678,9330162012Rik
679,679,9330175E14Rik
680,680,9330179D12Rik
681,681,9330182L06Rik
682,682,9430008C03Rik
683,683,9430015G10Rik
684,684,9430016H08Rik
685,685,9430020K01Rik
686,686,9430023L20Rik
687,687,9430038I01Rik
688,688,9430065F17Rik
689,689,9430069I07Rik
690,690,9430091E24Rik
691,691,9530003J23Rik
692,692,9530026P05Rik
693,693,9530027J09Rik
694,694,9530036M11Rik
695,695,9530036O11Rik
696,696,9530048J24Rik
697,697,9530051G07Rik
698,698,9530052E02Rik
699,699,9530053A07Rik
700,700,9530059O14Rik
701,701,9530068E07Rik
702,702,9530072K05Rik
703,703,9530077C05Rik
704,704,9530082P21Rik
705,705,9630013D21Rik
706,706,9630013K17Rik
707,707,9630028H03Rik
708,708,9630033F20Rik
709,709,9830107B12Rik
710,710,9830144P21Rik
711,711,9830147E19Rik
712,712,9930004E17Rik
713,713,9930012K11Rik
714,714,9930014A18Rik
715,715,9930021J03Rik
716,716,9930104L06Rik
717,717,9930111J21Rik1
718,718,9930111J21Rik2
719,719,A030003K02Rik
720,720,A030009H04Rik
721,721,A130010J15Rik
722,722,A130014A01Rik
723,723,A130049A11Rik
724,724,A130050O07Rik
725,725,A130051J06Rik
726,726,A130057D12Rik
727,727,A230005M16Rik
728,728,A230009B12Rik
729,729,A230046K03Rik
730,730,A230050P20Rik
731,731,A230056P14Rik
732,732,A230060F14Rik
733,733,A230072C01Rik
734,734,A230072E10Rik
735,735,A230083N12Rik
736,736,A230087F16Rik
737,737,A330009N23Rik
738,738,A330017A19Rik
739,739,A330021E22Rik
740,740,A330023F24Rik
741,741,A330035P11Rik
742,742,A330040F15Rik
743,743,A330041J22Rik
744,744,A330048O09Rik
745,745,A330050B17Rik
746,746,A330069E16Rik
747,747,A330076H08Rik
748,748,A330102I10Rik
749,749,A430005L14Rik
750,750,A430010J10Rik
751,751,A430018G15Rik
752,752,A430033K04Rik
753,753,A430035B10Rik
754,754,A430046D13Rik
755,755,A430071A18Rik
756,756,A430078G23Rik
757,757,A430093F15Rik
758,758,A430104N18Rik
759,759,A430105I19Rik
760,760,A430105J06Rik
761,761,A430106G13Rik
762,762,A430108G06Rik
763,763,A430110L20Rik
764,764,A4galt
765,765,A530013C23Rik
766,766,A530016L24Rik
767,767,A530017D24Rik
768,768,A530020G20Rik
769,769,A530032D15Rik
770,770,A530040E14Rik
771,771,A530054K11Rik
772,772,A530064D06Rik
773,773,A530072M11Rik
774,774,A530076I17Rik
775,775,A530084C06Rik
776,776,A530099J19Rik
777,777,A630001G21Rik
778,778,A630007B06Rik
779,779,A630023P12Rik
780,780,A630033H20Rik
781,781,A630052C17Rik
782,782,A630072L19Rik
783,783,A630077J23Rik
784,784,A730011C13Rik
785,785,A730015C16Rik
786,786,A730017L22Rik
787,787,A730020E08Rik
788,788,A730046J19Rik
789,789,A730071L15Rik
790,790,A730081D07Rik
791,791,A730085K08Rik
792,792,A830009L08Rik
793,793,A830010M20Rik
794,794,A830018L16Rik
795,795,A830019P07Rik
796,796,A830035O19Rik
797,797,A830036E02Rik
798,798,A830052D11Rik
799,799,A830080D01Rik
800,800,A830082K12Rik
801,801,A930001A20Rik
802,802,A930001C03Rik
803,803,A930002I21Rik
804,804,A930004D18Rik
805,805,A930005H10Rik
806,806,A930006K02Rik
807,807,A930007I19Rik
808,808,A930011G23Rik
809,809,A930012O16Rik
810,810,A930015D03Rik
811,811,A930024E05Rik
812,812,A930024N18Rik
813,813,A930033H14Rik
814,814,A930038B10Rik
815,815,AA386476
816,816,AA415398
817,817,AA465934
818,818,AA467197
819,819,AA474331
820,820,AA474408
821,821,AA543186
822,822,AA986860
823,823,AA987161
824,824,AB041803
825,825,AB124611
826,826,AC102758.1
827,827,AC120404.1
828,828,AC121131.2
829,829,AC122290.1
830,830,AC123611.1
831,831,AC138368.1
832,832,AC140331.1
833,833,AC146604.1
834,834,AC167036.1
835,835,ACEA-U3
836,836,AF251705
837,837,AI182371
838,838,AI314180
839,839,AI314831
840,840,AI317395
841,841,AI413582
842,842,AI429214
843,843,AI462493
844,844,AI464131
845,845,AI467606
846,846,AI480526
847,847,AI504432
848,848,AI597468
849,849,AI597479
850,850,AI606181
851,851,AI607873
852,852,AI661453
853,853,AI662270
854,854,AI836003
855,855,AI837181
856,856,AI838599
857,857,AI846148
858,858,AI847159
859,859,AI987944
860,860,AK010878
861,861,AK129341
862,862,AK157302
863,863,ATF7
864,864,AU015836
865,865,AU019823
866,866,AU020206
867,867,AU021092
868,868,AU022252
869,869,AU023871
870,870,AU040320
871,871,AU040972
872,872,AU041133
873,873,AV039307
874,874,AV099323
875,875,AW011738
876,876,AW112010
877,877,AW146154
878,878,AW209491
879,879,AW549877
880,880,AW551984
881,881,AW554918
882,882,AW822252
883,883,AY074887
884,884,AY358078
885,885,AY512931
886,886,Aaas
887,887,Aacs
888,888,Aadac
889,889,Aaed1
890,890,Aagab
891,891,Aak1
892,892,Aamdc
893,893,Aamp
894,894,Aar2
895,895,Aard
896,896,Aars
897,897,Aars2
898,898,Aarsd1
899,899,Aasdh
900,900,Aasdhppt
901,901,Aass
902,902,Aatf
903,903,Aatk
904,904,Abat
905,905,Abca1
906,906,Abca14
907,907,Abca17
908,908,Abca2
909,909,Abca3
910,910,Abca4
911,911,Abca5
912,912,Abca6
913,913,Abca7
914,914,Abca8a
915,915,Abca8b
916,916,Abca9
917,917,Abcb10
918,918,Abcb1a
919,919,Abcb1b
920,920,Abcb4
921,921,Abcb6
922,922,Abcb7
923,923,Abcb8
924,924,Abcb9
925,925,Abcc1
926,926,Abcc10
927,927,Abcc3
928,928,Abcc4
929,929,Abcc5
930,930,Abcc6
931,931,Abcc8
932,932,Abcc9
933,933,Abcd1
934,934,Abcd2
935,935,Abcd3
936,936,Abcd4
937,937,Abce1
938,938,Abcf1
939,939,Abcf2
940,940,Abcf3
941,941,Abcg1
942,942,Abcg2
943,943,Abcg3
944,944,Abcg4
945,945,Abcg5
946,946,Abhd1
947,947,Abhd10
948,948,Abhd11
949,949,Abhd12
950,950,Abhd12b
951,951,Abhd13
952,952,Abhd14a
953,953,Abhd14b
954,954,Abhd15
955,955,Abhd16a
956,956,Abhd17a
957,957,Abhd17b
958,958,Abhd17c
959,959,Abhd2
960,960,Abhd3
961,961,Abhd4
962,962,Abhd5
963,963,Abhd6
964,964,Abhd8
965,965,Abi1
966,966,Abi2
967,967,Abi3
968,968,Abi3bp
969,969,Abl1
970,970,Abl2
971,971,Ablim1
972,972,Ablim2
973,973,Ablim3
974,974,Abr
975,975,Abra
976,976,Abracl
977,977,Abt1
978,978,Abtb1
979,979,Abtb2
980,980,Acaa1a
981,981,Acaa1b
982,982,Acaa2
983,983,Acaca
984,984,Acacb
985,985,Acad10
986,986,Acad11
987,987,Acad12
988,988,Acad8
989,989,Acad9
990,990,Acadl
991,991,Acadm
992,992,Acads
993,993,Acadsb
994,994,Acadvl
995,995,Acap1
996,996,Acap2
997,997,Acap3
998,998,Acat1
999,999,Acat2
1000,1000,Acat3
1001,1001,Acbd3
1002,1002,Acbd4
1003,1003,Acbd5
1004,1004,Acbd6
1005,1005,Acbd7
1006,1006,Accs
1007,1007,Acd
1008,1008,Ace
1009,1009,Ace2
1010,1010,Ace3
1011,1011,Acer2
1012,1012,Acer3
1013,1013,Ache
1014,1014,Acin1
1015,1015,Ackr2
1016,1016,Ackr3
1017,1017,Ackr4
1018,1018,Acly
1019,1019,Acmsd
1020,1020,Acn9
1021,1021,Acnat1
1022,1022,Aco1
1023,1023,Aco2
1024,1024,Acot1
1025,1025,Acot10
1026,1026,Acot11
1027,1027,Acot13
1028,1028,Acot2
1029,1029,Acot6
1030,1030,Acot7
1031,1031,Acot8
1032,1032,Acot9
1033,1033,Acox1
1034,1034,Acox2
1035,1035,Acox3
1036,1036,Acoxl
1037,1037,Acp1
1038,1038,Acp2
1039,1039,Acp5
1040,1040,Acp6
1041,1041,Acpl2
1042,1042,Acpp
1043,1043,Acr
1044,1044,Acrbp
1045,1045,Acsbg1
1046,1046,Acsf2
1047,1047,Acsf3
1048,1048,Acsl1
1049,1049,Acsl3
1050,1050,Acsl4
1051,1051,Acsl5
1052,1052,Acsm1
1053,1053,Acsm3
1054,1054,Acss1
1055,1055,Acss2
1056,1056,Acss3
1057,1057,Acta2
1058,1058,Actb
1059,1059,Actc1
1060,1060,Actg1
1061,1061,Actg2
1062,1062,Actl6a
1063,1063,Actn1
1064,1064,Actn2
1065,1065,Actn3
1066,1066,Actn4
1067,1067,Actr10
1068,1068,Actr1a
1069,1069,Actr1b
1070,1070,Actr2
1071,1071,Actr3
1072,1072,Actr3b
1073,1073,Actr5
1074,1074,Actr6
1075,1075,Actr8
1076,1076,Acvr1
1077,1077,Acvr1b
1078,1078,Acvr2a
1079,1079,Acvr2b
1080,1080,Acvrl1
1081,1081,Acy1
1082,1082,Acy3
1083,1083,Acyp1
1084,1084,Acyp2
1085,1085,Ada
1086,1086,Adal
1087,1087,Adam10
1088,1088,Adam11
1089,1089,Adam15
1090,1090,Adam17
1091,1091,Adam19
1092,1092,Adam1a
1093,1093,Adam21
1094,1094,Adam22
1095,1095,Adam23
1096,1096,Adam28
1097,1097,Adam3
1098,1098,Adam32
1099,1099,Adam33
1100,1100,Adam4
1101,1101,Adam6b
1102,1102,Adam7
1103,1103,Adam8
1104,1104,Adam9
1105,1105,Adamdec1
1106,1106,Adamts1
1107,1107,Adamts10
1108,1108,Adamts12
1109,1109,Adamts14
1110,1110,Adamts15
1111,1111,Adamts17
1112,1112,Adamts2
1113,1113,Adamts20
1114,1114,Adamts4
1115,1115,Adamts5
1116,1116,Adamts6
1117,1117,Adamts8
1118,1118,Adamts9
1119,1119,Adamtsl1
1120,1120,Adamtsl2
1121,1121,Adamtsl3
1122,1122,Adamtsl4
1123,1123,Adamtsl5
1124,1124,Adap1
1125,1125,Adap2
1126,1126,Adar
1127,1127,Adarb1
1128,1128,Adat1
1129,1129,Adat2
1130,1130,Adat3
1131,1131,Adc
1132,1132,Adck1
1133,1133,Adck2
1134,1134,Adck3
1135,1135,Adck4
1136,1136,Adck5
1137,1137,Adcy10
1138,1138,Adcy2
1139,1139,Adcy3
1140,1140,Adcy4
1141,1141,Adcy6
